cveID,cveYear,vendorProject,product,vulnerabilityName,dateAdded,dueDate,shortDescription,requiredAction,knownRansomwareCampaignUse,notes,cwes
CVE-2015-2360,2015,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2022-05-25,2022-06-15,Win32k.sys in the kernel-mode drivers in Microsoft Windows allows local users to gain privileges or cause denial-of-service (DoS).,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2015-2360,['CWE-119']
CVE-2015-2425,2015,Microsoft,Internet Explorer,Microsoft Internet Explorer Memory Corruption Vulnerability,2022-05-25,2022-06-15,Microsoft Internet Explorer contains a memory corruption vulnerability that allows remote attackers to execute code or cause denial-of-service (DoS).,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2015-2425,['CWE-119']
CVE-2015-1769,2015,Microsoft,Windows,Microsoft Windows Mount Manager Privilege Escalation Vulnerability,2022-05-25,2022-06-15,A privilege escalation vulnerability exists when the Windows Mount Manager component improperly processes symbolic links.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2015-1769,['CWE-264']
CVE-2015-4495,2015,Mozilla,Firefox,Mozilla Firefox Security Feature Bypass Vulnerability,2022-05-25,2022-06-15,Moxilla Firefox allows remote attackers to bypass the Same Origin Policy to read arbitrary files or gain privileges.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2015-4495,['CWE-200']
CVE-2015-8651,2015,Adobe,Flash Player,Adobe Flash Player Integer Overflow Vulnerability,2022-05-25,2022-06-15,Integer overflow in Adobe Flash Player allows attackers to execute code.,The impacted product is end-of-life and should be disconnected if still in use.,False,https://nvd.nist.gov/vuln/detail/CVE-2015-8651,['CWE-189']
CVE-2015-6175,2015,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,2022-05-25,2022-06-15,The kernel in Microsoft Windows contains a vulnerability that allows local users to gain privileges via a crafted application.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2015-6175,['CWE-264']
CVE-2015-1671,2015,Microsoft,Windows,Microsoft Windows Remote Code Execution Vulnerability,2022-05-25,2022-06-15,"A remote code execution vulnerability exists when components of Windows, .NET Framework, Office, Lync, and Silverlight fail to properly handle TrueType fonts.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2015-1671,['CWE-19']
CVE-2014-4148,2014,Microsoft,Windows,Microsoft Windows Remote Code Execution Vulnerability,2022-05-25,2022-06-15,A remote code execution vulnerability exists when the Windows kernel-mode driver improperly handles TrueType fonts.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2014-4148,['CWE-94']
CVE-2014-8439,2014,Adobe,Flash Player,Adobe Flash Player Dereferenced Pointer Vulnerability,2022-05-25,2022-06-15,Adobe Flash Player has a vulnerability in the way it handles a dereferenced memory pointer which could lead to code execution.,The impacted product is end-of-life and should be disconnected if still in use.,False,https://nvd.nist.gov/vuln/detail/CVE-2014-8439,['CWE-119']
CVE-2014-4123,2014,Microsoft,Internet Explorer,Microsoft Internet Explorer Privilege Escalation Vulnerability,2022-05-25,2022-06-15,Microsoft Internet Explorer contains an unspecified vulnerability that allows remote attackers to gain privileges via a crafted web site.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2014-4123,['CWE-264']
CVE-2014-0546,2014,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Sandbox Bypass Vulnerability,2022-05-25,2022-06-15,"Adobe Acrobat and Reader on Windows allow attackers to bypass a sandbox protection mechanism, and consequently execute native code in a privileged context.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2014-0546,
CVE-2014-2817,2014,Microsoft,Internet Explorer,Microsoft Internet Explorer Privilege Escalation Vulnerability,2022-05-25,2022-06-15,Microsoft Internet Explorer cotains an unspecified vulnerability that allows remote attackers to gain privileges via a crafted web site.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2014-2817,['CWE-264']
CVE-2014-4077,2014,Microsoft,Input Method Editor (IME) Japanese,Microsoft IME Japanese Privilege Escalation Vulnerability,2022-05-25,2022-06-15,Microsoft Input Method Editor (IME) Japanese is a keyboard with Japanese characters that can be enabled on Windows systems as it is included by default (with the default set as disabled). IME Japanese contains an unspecified vulnerability when IMJPDCT.EXE (IME for Japanese) is installed which allows attackers to bypass a sandbox and perform privilege escalation.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2014-4077,['CWE-264']
CVE-2014-3153,2014,Linux,Kernel,Linux Kernel Privilege Escalation Vulnerability,2022-05-25,2022-06-15,"The futex_requeue function in kernel/futex.c in Linux kernel does not ensure that calls have two different futex addresses, which allows local users to gain privileges.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2014-3153,['CWE-269']
CVE-2013-7331,2013,Microsoft,Internet Explorer,Microsoft Internet Explorer Information Disclosure Vulnerability,2022-05-25,2022-06-15,An information disclosure vulnerability exists in Internet Explorer which allows resources loaded into memory to be queried. This vulnerability could allow an attacker to detect anti-malware applications.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2013-7331,['CWE-200']
CVE-2013-3993,2013,IBM,InfoSphere BigInsights,IBM InfoSphere BigInsights Invalid Input Vulnerability,2022-05-25,2022-06-15,"Certain APIs within BigInsights can take invalid input that might allow attackers unauthorized access to read, write, modify, or delete data.",The impacted product is end-of-life and should be disconnected if still in use.,True,https://nvd.nist.gov/vuln/detail/CVE-2013-3993,['CWE-264']
CVE-2013-3896,2013,Microsoft,Silverlight,Microsoft Silverlight Information Disclosure Vulnerability,2022-05-25,2022-06-15,"Microsoft Silverlight does not properly validate pointers during access to Silverlight elements, which allows remote attackers to obtain sensitive information via a crafted Silverlight application.",The impacted product is end-of-life and should be disconnected if still in use.,False,https://nvd.nist.gov/vuln/detail/CVE-2013-3896,['CWE-20']
CVE-2013-2423,2013,Oracle,Java Runtime Environment (JRE),Oracle JRE Unspecified Vulnerability,2022-05-25,2022-06-15,Unspecified vulnerability in hotspot for Java Runtime Environment (JRE) allows remote attackers to affect integrity.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2013-2423,
CVE-2013-0431,2013,Oracle,Java Runtime Environment (JRE),Oracle JRE Sandbox Bypass Vulnerability,2022-05-25,2022-06-15,Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle allows remote attackers to bypass the Java security sandbox.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2013-0431,
CVE-2013-0422,2013,Oracle,Java Runtime Environment (JRE),Oracle JRE Remote Code Execution Vulnerability,2022-05-25,2022-06-15,A vulnerability in the way Java restricts the permissions of Java applets could allow an attacker to execute commands on a vulnerable system.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2013-0422,['CWE-264']
CVE-2013-0074,2013,Microsoft,Silverlight,Microsoft Silverlight Double Dereference Vulnerability,2022-05-25,2022-06-15,"Microsoft Silverlight does not properly validate pointers during HTML object rendering, which allows remote attackers to execute code via a crafted Silverlight application.",The impacted product is end-of-life and should be disconnected if still in use.,True,https://nvd.nist.gov/vuln/detail/CVE-2013-0074,
CVE-2012-1710,2012,Oracle,Fusion Middleware,Oracle Fusion Middleware Unspecified Vulnerability,2022-05-25,2022-06-15,"Unspecified vulnerability in the Oracle WebCenter Forms Recognition component in Oracle Fusion Middleware allows remote attackers to affect confidentiality, integrity, and availability via Unknown vectors related to Designer.",Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2012-1710,
CVE-2010-1428,2010,Red Hat,JBoss,Red Hat JBoss Information Disclosure Vulnerability,2022-05-25,2022-06-15,"Unauthenticated access to the JBoss Application Server Web Console (/web-console) is blocked by default. However, it was found that this block was incomplete, and only blocked GET and POST HTTP verbs. A remote attacker could use this flaw to gain access to sensitive information.",Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2010-1428,['CWE-264']
CVE-2010-0840,2010,Oracle,Java Runtime Environment (JRE),Oracle JRE Unspecified Vulnerability,2022-05-25,2022-06-15,"Unspecified vulnerability in the Java Runtime Environment (JRE) in Java SE component allows remote attackers to affect confidentiality, integrity, and availability via Unknown vectors.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2010-0840,
CVE-2010-0738,2010,Red Hat,JBoss,Red Hat JBoss Authentication Bypass Vulnerability,2022-05-25,2022-06-15,"The JMX-Console web application in JBossAs in Red Hat JBoss Enterprise Application Platform performs access control only for the GET and POST methods, which allows remote attackers to send requests to this application's GET handler by using a different method.",Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2010-0738,['CWE-264']
CVE-2018-8611,2018,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,2022-05-24,2022-06-14,A privilege escalation vulnerability exists when the Windows kernel fails to properly handle objects in memory.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2018-8611,['CWE-404']
CVE-2018-19953,2018,QNAP,Network Attached Storage (NAS),QNAP NAS File Station Cross-Site Scripting Vulnerability,2022-05-24,2022-06-14,A cross-site scripting vulnerability affecting QNAP NAS File Station could allow remote attackers to inject malicious code.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2018-19953,"['CWE-79', 'CWE-80']"
CVE-2018-19949,2018,QNAP,Network Attached Storage (NAS),QNAP NAS File Station Command Injection Vulnerability,2022-05-24,2022-06-14,A command injection vulnerability affecting QNAP NAS File Station could allow remote attackers to run commands.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2018-19949,"['CWE-20', 'CWE-77', 'CWE-78']"
CVE-2018-19943,2018,QNAP,Network Attached Storage (NAS),QNAP NAS File Station Cross-Site Scripting Vulnerability,2022-05-24,2022-06-14,A cross-site scripting vulnerability affecting QNAP NAS File Station could allow remote attackers to inject malicious code.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2018-19943,"['CWE-79', 'CWE-80']"
CVE-2017-0147,2017,Microsoft,SMBv1 server,Microsoft Windows SMBv1 Information Disclosure Vulnerability,2022-05-24,2022-06-14,The SMBv1 server in Microsoft Windows allows remote attackers to obtain sensitive information from process memory via a crafted packet.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2017-0147,['CWE-200']
CVE-2017-0022,2017,Microsoft,XML Core Services,Microsoft XML Core Services Information Disclosure Vulnerability,2022-05-24,2022-06-14,"Microsoft XML Core Services (MSXML) improperly handles objects in memory, allowing attackers to test for files on disk via a crafted web site.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2017-0022,['CWE-200']
CVE-2017-0005,2017,Microsoft,Windows,Microsoft Windows Graphics Device Interface (GDI) Privilege Escalation Vulnerability,2022-05-24,2022-06-14,The Graphics Device Interface (GDI) in Microsoft Windows allows local users to gain privileges via a crafted application.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2017-0005,['CWE-119']
CVE-2017-0149,2017,Microsoft,Internet Explorer,Microsoft Internet Explorer Memory Corruption Vulnerability,2022-05-24,2022-06-14,Microsoft Internet Explorer contains a memory corruption vulnerability that allows remote attackers to execute code or cause a denial-of-service (DoS) via a crafted website.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2017-0149,['CWE-119']
CVE-2017-0210,2017,Microsoft,Internet Explorer,Microsoft Internet Explorer Privilege Escalation Vulnerability,2022-05-24,2022-06-14,"A privilege escalation vulnerability exists when Internet Explorer does not properly enforce cross-domain policies, which could allow an attacker to access information.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2017-0210,
CVE-2017-8291,2017,Artifex,Ghostscript,Artifex Ghostscript Type Confusion Vulnerability,2022-05-24,2022-06-14,"Artifex Ghostscript allows -dSAFER bypass and remote command execution via .rsdparams type confusion with a ""/OutputFile.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2017-8291,['CWE-704']
CVE-2017-8543,2017,Microsoft,Windows,Microsoft Windows Search Remote Code Execution Vulnerability,2022-05-24,2022-06-14,Microsoft Windows allows an attacker to take control of the affected system when Windows Search fails to handle objects in memory.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2017-8543,['CWE-281']
CVE-2017-18362,2017,Kaseya,Virtual System/Server Administrator (VSA),Kaseya VSA SQL Injection Vulnerability,2022-05-24,2022-06-14,ConnectWise ManagedITSync integration for Kaseya VSA is vulnerable to unauthenticated remote commands that allow full direct access to the Kaseya VSA database.,The impacted product is end-of-life and should be disconnected if still in use.,True,https://nvd.nist.gov/vuln/detail/CVE-2017-18362,['CWE-89']
CVE-2016-0162,2016,Microsoft,Internet Explorer,Microsoft Internet Explorer Information Disclosure Vulnerability,2022-05-24,2022-06-14,An information disclosure vulnerability exists when Internet Explorer does not properly handle JavaScript. The vulnerability could allow an attacker to detect specific files on the user's computer.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2016-0162,['CWE-200']
CVE-2016-3351,2016,Microsoft,Internet Explorer and Edge,Microsoft Internet Explorer and Edge Information Disclosure Vulnerability,2022-05-24,2022-06-14,An information disclosure vulnerability exists in the way that certain functions in Internet Explorer and Edge handle objects in memory. The vulnerability could allow an attacker to detect specific files on the user's computer.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2016-3351,['CWE-200']
CVE-2016-4655,2016,Apple,iOS,Apple iOS Information Disclosure Vulnerability,2022-05-24,2022-06-14,The Apple iOS kernel allows attackers to obtain sensitive information from memory via a crafted application.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2016-4655,['CWE-200']
CVE-2016-4656,2016,Apple,iOS,Apple iOS Memory Corruption Vulnerability,2022-05-24,2022-06-14,A memory corruption vulnerability in Apple iOS kernel allows attackers to execute code in a privileged context or cause a denial-of-service (DoS) via a crafted application.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2016-4656,['CWE-264']
CVE-2016-4657,2016,Apple,iOS,Apple iOS Webkit Memory Corruption Vulnerability,2022-05-24,2022-06-14,"Apple iOS WebKit contains a memory corruption vulnerability that allows attackers to execute remote code or cause a denial-of-service (DoS) via a crafted web site. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2016-4657,['CWE-119']
CVE-2016-6366,2016,Cisco,Adaptive Security Appliance (ASA),Cisco Adaptive Security Appliance (ASA) SNMP Buffer Overflow Vulnerability,2022-05-24,2022-06-14,A buffer overflow vulnerability in the Simple Network Management Protocol (SNMP) code of Cisco ASA software could allow an attacker to cause a reload of the affected system or to remotely execute code.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2016-6366,['CWE-119']
CVE-2016-6367,2016,Cisco,Adaptive Security Appliance (ASA),Cisco Adaptive Security Appliance (ASA) CLI Remote Code Execution Vulnerability,2022-05-24,2022-06-14,"A vulnerability in the command-line interface (CLI) parser of Cisco ASA software could allow an authenticated, local attacker to create a denial-of-service (DoS) condition or potentially execute code.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2016-6367,['CWE-77']
CVE-2016-3298,2016,Microsoft,Internet Explorer,Microsoft Internet Explorer Messaging API Information Disclosure Vulnerability,2022-05-24,2022-06-14,An information disclosure vulnerability exists when the Microsoft Internet Messaging API improperly handles objects in memory. An attacker who successfully exploited this vulnerability could allow the attacker to test for the presence of files on disk.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2016-3298,['CWE-200']
CVE-2022-20821,2022,Cisco,IOS XR,Cisco IOS XR Open Port Vulnerability,2022-05-23,2022-06-13,Cisco IOS XR software health check opens TCP port 6379 by default on activation. An attacker can connect to the Redis instance on the open port and allow access to the Redis instance that is running within the NOSi container.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2022-20821,['CWE-923']
CVE-2021-1048,2021,Android,Kernel,Android Kernel Use-After-Free Vulnerability,2022-05-23,2022-06-13,Android kernel contains a use-after-free vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-1048,['CWE-416']
CVE-2021-0920,2021,Android,Kernel,Android Kernel Race Condition Vulnerability,2022-05-23,2022-06-13,"Android kernel contains a race condition, which allows for a use-after-free vulnerability. Exploitation can allow for privilege escalation.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-0920,"['CWE-362', 'CWE-416']"
CVE-2021-30883,2021,Apple,Multiple Products,Apple Multiple Products Memory Corruption Vulnerability,2022-05-23,2022-06-13,"Apple iOS, macOS, watchOS, and tvOS contain a memory corruption vulnerability that could allow for remote code execution.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-30883,['CWE-787']
CVE-2020-1027,2020,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,2022-05-23,2022-06-13,An elevation of privilege vulnerability exists in the way that the Windows Kernel handles objects in memory. An attacker who successfully exploited the vulnerability could execute code with elevated permissions.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2020-1027,['CWE-787']
CVE-2020-0638,2020,Microsoft,Update Notification Manager,Microsoft Update Notification Manager Privilege Escalation Vulnerability,2022-05-23,2022-06-13,Microsoft Update Notification Manager contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2020-0638,
CVE-2019-7286,2019,Apple,Multiple Products,Apple Multiple Products Memory Corruption Vulnerability,2022-05-23,2022-06-13,"Apple iOS, macOS, watchOS, and tvOS contain a memory corruption vulnerability that could allow for privilege escalation.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2019-7286,['CWE-787']
CVE-2019-7287,2019,Apple,iOS,Apple iOS Memory Corruption Vulnerability,2022-05-23,2022-06-13,Apple iOS contains a memory corruption vulnerability which could allow an attacker to perform remote code execution.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2019-7287,['CWE-787']
CVE-2019-0676,2019,Microsoft,Internet Explorer,Microsoft Internet Explorer Information Disclosure Vulnerability,2022-05-23,2022-06-13,An information disclosure vulnerability exists when Internet Explorer improperly handles objects in memory. An attacker who successfully exploited this vulnerability could test for the presence of files on disk.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2019-0676,
CVE-2019-5786,2019,Google,Chrome Blink,Google Chrome Blink Use-After-Free Vulnerability,2022-05-23,2022-06-13,Google Chrome Blink contains a heap use-after-free vulnerability that allows an attacker to potentially perform out of bounds memory access via a crafted HTML page.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2019-5786,['CWE-416']
CVE-2019-0703,2019,Microsoft,Windows,Microsoft Windows SMB Information Disclosure Vulnerability,2022-05-23,2022-06-13,"An information disclosure vulnerability exists in the way that the Windows SMB Server handles certain requests, which could lead to information disclosure from the server.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2019-0703,
CVE-2019-0880,2019,Microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability,2022-05-23,2022-06-13,A local elevation of privilege vulnerability exists in how splwow64.exe handles certain calls. An attacker who successfully exploited the vulnerability could elevate privileges on an affected system from low-integrity to medium-integrity.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2019-0880,
CVE-2019-13720,2019,Google,Chrome WebAudio,Google Chrome WebAudio Use-After-Free Vulnerability,2022-05-23,2022-06-13,Google Chrome WebAudio contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2019-13720,['CWE-416']
CVE-2019-11707,2019,Mozilla,Firefox and Thunderbird,Mozilla Firefox and Thunderbird Type Confusion Vulnerability,2022-05-23,2022-06-13,"Mozilla Firefox and Thunderbird contain a type confusion vulnerability that can occur when manipulating JavaScript objects due to issues in Array.pop, allowing for an exploitable crash.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2019-11707,['CWE-843']
CVE-2019-11708,2019,Mozilla,Firefox and Thunderbird,Mozilla Firefox and Thunderbird Sandbox Escape Vulnerability,2022-05-23,2022-06-13,Mozilla Firefox and Thunderbird contain a sandbox escape vulnerability that could result in remote code execution.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2019-11708,['CWE-20']
CVE-2019-8720,2019,WebKitGTK,WebKitGTK,WebKitGTK Memory Corruption Vulnerability,2022-05-23,2022-06-13,WebKitGTK contains a memory corruption vulnerability which can allow an attacker to perform remote code execution.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2019-8720,['CWE-119']
CVE-2019-18426,2019,Meta Platforms,WhatsApp,WhatsApp Cross-Site Scripting Vulnerability,2022-05-23,2022-06-13,A vulnerability in WhatsApp Desktop when paired with WhatsApp for iPhone allows cross-site scripting and local file reading.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2019-18426,['CWE-79']
CVE-2019-1385,2019,Microsoft,Windows,Microsoft Windows AppX Deployment Extensions Privilege Escalation Vulnerability,2022-05-23,2022-06-13,"A privilege escalation vulnerability exists when the Windows AppX Deployment Extensions improperly performs privilege management, resulting in access to system files.",Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2019-1385,['CWE-59']
CVE-2019-1130,2019,Microsoft,Windows,Microsoft Windows AppX Deployment Service Privilege Escalation Vulnerability,2022-05-23,2022-06-13,A privilege escalation vulnerability exists when Windows AppX Deployment Service (AppXSVC) improperly handles hard links.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2019-1130,['CWE-59']
CVE-2018-5002,2018,Adobe,Flash Player,Adobe Flash Player Stack-based Buffer Overflow Vulnerability,2022-05-23,2022-06-13,Adobe Flash Player have a stack-based buffer overflow vulnerability that could lead to remote code execution.,The impacted product is end-of-life and should be disconnected if still in use.,False,https://nvd.nist.gov/vuln/detail/CVE-2018-5002,['CWE-787']
CVE-2018-8589,2018,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2022-05-23,2022-06-13,A privilege escalation vulnerability exists when Windows improperly handles calls to Win32k.sys. An attacker who successfully exploited this vulnerability could run remote code in the security context of the local system.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2018-8589,
CVE-2022-30525,2022,Zyxel,Multiple Firewalls,Zyxel Multiple Firewalls OS Command Injection Vulnerability,2022-05-16,2022-06-06,A command injection vulnerability in the CGI program of some Zyxel firewall versions could allow an attacker to modify specific files and then execute some OS commands on a vulnerable device.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2022-30525,['CWE-78']
CVE-2022-22947,2022,VMware,Spring Cloud Gateway,VMware Spring Cloud Gateway Code Injection Vulnerability,2022-05-16,2022-06-06,"Spring Cloud Gateway applications are vulnerable to a code injection attack when the Gateway Actuator endpoint is enabled, exposed and unsecured.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2022-22947,['CWE-94']
CVE-2022-1388,2022,F5,BIG-IP,F5 BIG-IP Missing Authentication Vulnerability,2022-05-10,2022-05-31,"F5 BIG-IP contains a missing authentication in critical function vulnerability which can allow for remote code execution, creation or deletion of files, or disabling services.",Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2022-1388,['CWE-306']
CVE-2021-1789,2021,Apple,Multiple Products,Apple Multiple Products Type Confusion Vulnerability,2022-05-04,2022-05-25,"A type confusion issue affecting multiple Apple products allows processing of maliciously crafted web content, leading to arbitrary code execution.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-1789,['CWE-843']
CVE-2019-8506,2019,Apple,Multiple Products,Apple Multiple Products Type Confusion Vulnerability,2022-05-04,2022-05-25,"A type confusion issue affecting multiple Apple products allows processing of maliciously crafted web content, leading to arbitrary code execution.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2019-8506,['CWE-843']
CVE-2014-4113,2014,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2022-05-04,2022-05-25,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2014-4113,['CWE-264']
CVE-2014-0322,2014,Microsoft,Internet Explorer,Microsoft Internet Explorer Use-After-Free Vulnerability,2022-05-04,2022-05-25,Use-after-free vulnerability in Microsoft Internet Explorer allows remote attackers to execute code.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2014-0322,['CWE-416']
CVE-2014-0160,2014,OpenSSL,OpenSSL,OpenSSL Information Disclosure Vulnerability,2022-05-04,2022-05-25,"The TLS and DTLS implementations in OpenSSL do not properly handle Heartbeat Extension packets, which allows remote attackers to obtain sensitive information.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2014-0160,['CWE-125']
CVE-2022-29464,2022,WSO2,Multiple Products,WSO2 Multiple Products Unrestrictive Upload of File Vulnerability,2022-04-25,2022-05-16,"Multiple WSO2 products allow for unrestricted file upload, resulting in remote code execution.",Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2022-29464,['CWE-22']
CVE-2022-26904,2022,Microsoft,Windows,Microsoft Windows User Profile Service Privilege Escalation Vulnerability,2022-04-25,2022-05-16,Microsoft Windows User Profile Service contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2022-26904,['CWE-362']
CVE-2022-21919,2022,Microsoft,Windows,Microsoft Windows User Profile Service Privilege Escalation Vulnerability,2022-04-25,2022-05-16,Microsoft Windows User Profile Service contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2022-21919,['CWE-1386']
CVE-2022-0847,2022,Linux,Kernel,Linux Kernel Privilege Escalation Vulnerability,2022-04-25,2022-05-16,"Linux kernel contains an improper initialization vulnerability where an unprivileged local user could escalate their privileges on the system. This vulnerability has the moniker of ""Dirty Pipe.""",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2022-0847,['CWE-665']
CVE-2021-41357,2021,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2022-04-25,2022-05-16,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-41357,
CVE-2021-40450,2021,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2022-04-25,2022-05-16,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-40450,
CVE-2019-1003029,2019,Jenkins,Script Security Plugin,Jenkins Script Security Plugin Sandbox Bypass Vulnerability,2022-04-25,2022-05-16,"Jenkins Script Security Plugin contains a protection mechanism failure, allowing an attacker to bypass the sandbox.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2019-1003029,
